Name,Nation,Rank,Rating,Type,Premium,RP,Price,Free,Surv.Mods,Armour.Hull.front,Armour.Hull.side,Armour.Hull.back,Armour.Turret.front,Armour.Turret.side,Armour.Turret.back,Crew,Visibility,Speed.Forward,Speed.Back,HP,HP/t,Weight,Eco.Repair,Eco.Reward.Lions,Eco.Reward.RP,Arma.Mods,Arma.Main.Caliber,Arma.Main.Ammo,Arma.Main.Rate,Arma.Main.Reload,Arma.Main.Mods,Arma.Main.Penetration,MG.1st.Caliber,MG.1st.Ammo,MG.1st.Rate,MG.1st.Reload,MG.2nd.Caliber,MG.2nd.Ammo,MG.2nd.Rate,MG.2nd.Reload,PROS_CONS.Pros,PROS_CONS.Cons,PROS_CONS.Ratio
VCC-80/60,Italy,VI,"9,0",Light tank,,270000,740000,,Smoke grenades,72,52,38,40,40,40,3,88,78,36,992,"39,4","25,2",2900→4619,"1,1","2,26",Laser rangefinder | Night vision device | Thermal imager,"60,0",32,,"2,0",Two-plane stabilizer | Autoloader,246,"7,62",800,1200,"8,0",,,,,5,4,1.25
WMA301,China,VI,"8,3",Light tank,•,0,8730,,Smoke grenades,10,8,6,30,20,15,4,136,94,8,611,"32,2","19,0",4560,"2,0","4,28",Laser rangefinder | Night vision device | Thermal imager,"105,0",30,,"8,7",Two-plane stabilizer,750,"12,7",500,700,"6,5","7,62",800,700,"10,4",9,8,1.12
VFM5,Britain,VI,"9,0",Light tank,,220000,590000,,Smoke grenades,38,44,25,50,38,12,4,81,78,17,1068,"53,9","19,8",4210→6706,"0,9","2,2",Laser rangefinder | Night vision device,"105,0",41,,"8,7",Two-plane stabilizer,405,"12,7",600,577,"10,4","7,62",4500,600,"10,4",3,1,3.0
Warrior,Britain,VI,"8,0",Light tank,,220000,590000,,Composite armour | Smoke grenades,44,44,44,25,25,12,3,70,84,84,1049,"44,6","23,5",4060→7149,"1,2","2,2",,"30,0",222,81,"1,3",,730,,8,,,,8,,,7,5,1.4
XM8,USA,VI,"9,3",Light tank,,0,0,Bundle or Gift,Smoke grenades,25,25,25,25,25,25,3,108,81,17,1049,"59,6","17,6",3500→5925,"1,0","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",30,,"5,0",Two-plane stabilizer | Autoloader,400,"12,7",600,577,"8,0","7,62",4500,941,"8,0",5,8,0.62
ZLT11,China,VII,"9,3",Light tank,,340000,930000,,Smoke grenades | LWS,30,20,8,55,25,25,4,136,112,10,859,"37,3","23,0",3470→5579,"1,2","2,32",Laser rangefinder | Night vision device | Thermal imager,"105,0",40,,"8,7",Two-plane stabilizer,750,"12,7",500,700,"6,5","5,8",800,801,"10,4",7,7,1.0
A.C.I,Britain,II,"3,3",Medium tank,•,0,0,Bundle or Gift,,64,46,32,64,51,44,5,91,43,6,630,"22,5","28,0",1870,"0,8","2,36",,"40,0",130,,"3,6",,86,"7,7",4250,390,"10,4",,,,,4,5,0.8
ZBD86,China,V,"7,3",Light tank,,130000,370000,,Smoke grenades | ESS,19,18,16,23,19,13,3,70,73,13,572,"44,0","13,0",3670→6462,"1,1","2,02",,"73,0",40,,"6,0",Autoloader,800,,4,,,,4,,,8,11,0.73
A.C.IV,Britain,III,"5,3",Medium tank,•,0,3410,,,50,44,44,63,63,63,4,91,54,11,757,"28,7","26,4",3300,"1,4","3,2",,"76,0",50,,"7,6",,187,"7,7",4250,390,"10,4",,,,,5,6,0.83
AMX M4,France,IV,"6,7",Medium tank,,71000,210000,,,80,40,40,85,60,40,5,120,57,7,1908,"36,7","52,0",3800→4890,"1,1","1,78",,"90,0",49,,"6,7",Autoloader,212,"7,5",5000,551,"5,0",,,,,7,5,1.4
AMX-30,France,V,"7,7",Medium tank,•,0,7480,,Smoke grenades,79,35,30,80,41,30,4,88,73,26,1374,"38,2","36,0",3150,"2,0","4,16",Night vision device,"105,0",50,,"8,7",,400,"12,7",748,577,"10,4","7,62",2050,900,"10,4",4,6,0.67
AMX-30 (1972),France,V,"7,7",Medium tank,,150000,420000,,Smoke grenades,79,35,30,80,41,30,4,88,73,26,1374,"38,2","36,0",5840→8689,"1,1","2,08",Night vision device,"105,0",47,,"8,7",,400,"20,0",1000,740,"13,0","7,62",2050,900,"10,4",8,6,1.33
AMX-30 ACRA,France,VI,"8,0",Medium tank,,220000,590000,,Smoke grenades,76,30,30,60,41,30,4,88,73,26,1336,"35,2","38,0",4400→6547,"1,4","2,2",Night vision device,"142,0",36,,"15,6",,700,"12,7",700,577,"10,4","7,62",2050,900,"10,4",4,5,0.8
AMX-30 Super,France,VI,"9,0",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,79,35,30,63,42,30,4,88,72,31,1622,"44,4","36,5",4560,"2,0","4,4",Laser rangefinder | Night vision device | Thermal imager,"105,0",50,,"8,7",Two-plane stabilizer,400,"12,7",748,577,"10,4","7,62",2050,1200,"10,4",8,3,2.67
AMX-30B2,France,VI,"8,3",Medium tank,,180000,500000,,Smoke grenades,79,35,30,80,41,30,4,88,73,73,1297,"35,1","37,0",5050→7514,"1,0","2,14",Laser rangefinder | Night vision device | Thermal imager,"105,0",47,,"8,7",,400,"20,0",1000,740,"13,0","7,62",2050,900,"10,4",9,4,2.25
AMX-32,France,VI,"9,3",Medium tank,,220000,590000,,Smoke grenades | ESS,129,35,30,70,41,25,4,121,73,73,1526,"38,2","40,0",4530→7152,"1,4","2,2",Laser rangefinder | Night vision device | Thermal imager,"120,0",38,,"8,7",Two-plane stabilizer,480,"20,0",480,740,"13,0","7,62",2170,900,"10,4",4,3,1.33
AMX-30B2 BRENUS,France,VI,"8,3",Medium tank,,270000,740000,,ERA | Smoke grenades,79,35,30,80,41,30,4,88,73,73,1431,"37,5","38,2",4600→6844,"1,0","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",47,,"8,7",,400,"20,0",1000,740,"13,0","7,62",2050,900,"10,4",8,5,1.6
AMX-50,France,IV,"7,0",Medium tank,,95000,270000,,,80,30,40,45,30,30,5,120,57,7,1908,"35,3","54,0",4950→6370,"1,0","1,9",,"100,0",50,,"4,0",Autoloader,270,"7,5",4800,551,"5,0",,,,,10,9,1.11
Ariete,Italy,VII,"11,0",Medium tank,,390000,1060000,,Composite armour | Smoke grenades | LWS,110,65,20,140,60,20,4,88,73,52,2480,"45,9","54,0",4950→7717,"1,4","2,38",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,586,"7,62",4500,1200,"10,4","2,0",4000,1200,"10,4",10,8,1.25
AMX-40,France,VI,"9,7",Medium tank,,270000,740000,,Composite armour | Smoke grenades | ESS | Self-entrenching equipment,152,30,25,85,90,25,4,108,78,31,2480,"56,8","43,7",4140→6777,"1,2","2,26",Laser rangefinder | Night vision device | Thermal imager,"120,0",40,,"8,7",Two-plane stabilizer,480,"20,0",800,740,"13,0","7,62",2150,900,"10,4",5,2,2.5
Ariete (P),Italy,VI,"10,0",Medium tank,,270000,740000,,Composite armour | Smoke grenades,110,65,20,140,60,20,4,88,73,52,2480,"46,8","53,0",5330→7931,"1,1","2,26",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,480,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",12,6,2.0
Avenger,Britain,III,"4,7",Medium tank,,40000,150000,,,64,46,38,76,32,57,4,75,58,4,1145,"36,3","31,5",2100→2702,"0,7","1,54",,"76,0",55,,"7,2",,187,,,,,,,,,6,6,1.0
Ariete PSO,Italy,VII,"10,7",Medium tank,,340000,930000,,Composite armour | Smoke grenades | LWS,110,65,20,140,60,20,4,88,73,52,2480,"46,8","53,0",4990→8153,"1,4","2,32",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,586,"7,62",4500,1200,"10,4","2,0",4000,1200,"10,4",7,7,1.0
Celere Sahariano,Italy,II,"2,7",Medium tank,•,0,700,,,50,15,15,30,25,25,4,67,67,5,525,"38,9","13,5",1900,"0,8","2,24",,"47,0",122,,"6,5",,67,"8,0",288,600,"10,4",,,,,4,4,1.0
C2A1,Germany,VI,"9,0",Medium tank,,0,0,Bundle or Gift,Smoke grenades,70,35,25,65,45,52,4,95,73,29,1584,"36,0","44,0",4470→6651,"1,2","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",55,,"8,7",Two-plane stabilizer,405,"7,62",4500,600,"10,4","7,62",2000,600,"10,4",9,3,3.0
Black Night,Britain,VII,"11,0",Medium tank,,400000,1080000,,Composite armour | Smoke grenades | ESS | LWS,130,45,20,270,90,63,4,88,66,42,2322,"37,2","62,5",5770→9110,"1,2","2,44",Laser rangefinder | Night vision device | Thermal imager,"120,0",50,,"6,5",Two-plane stabilizer,562,"7,62",2300,600,"10,4","7,62",1700,650,"10,4",1,1,1.0
Calliope,USA,III,"4,3",Medium tank,•,0,9740,,,50,38,38,76,50,50,5,750,43,6,763,"24,9","30,6",3000,"1,4","3,08",,"75,0",97,,"6,5",Vertical stabilizer,101,"114,0",60,,,"7,62",3000,500,"10,4",2,3,0.67
Centurion Action X,Britain,IV,"7,3",Medium tank,•,0,6090,,Smoke grenades,76,50,38,198,89,89,4,119,39,14,1240,"24,4","50,8",2300,"2,0","3,8",,"84,0",63,,"8,1",Two-plane stabilizer,283,"7,62",3600,500,"10,4",,,,,6,6,1.0
Centurion Mk 1,Britain,IV,"6,0",Medium tank,,63000,200000,,Smoke grenades,76,51,38,127,76,76,4,119,42,14,1212,"25,8","46,9",3600→4870,"1,1","1,72",,"76,0",75,,"7,6",,226,"7,92",3375,600,"10,4",,,,,8,9,0.89
Centurion Mk.5 AVRE,Britain,V,"8,0",Medium tank,•,0,0,Bundle or Gift,ERA | Smoke grenades | Self-entrenching equipment,76,50,38,152,89,89,5,126,39,14,1240,"23,8","52,2",4000,"1,4","3,92",,"165,0",53,,"27,7",,203,"7,62",3250,500,"10,4","7,62",1250,500,"10,4",10,7,1.43
Centurion Mk.5/1,Britain,V,"7,3",Medium tank,•,0,0,Bundle or Gift,,127,50,38,152,89,89,4,119,39,14,1240,"23,8","52,0",2700,"1,8","3,8",Night vision device,"84,0",64,,"8,1",Two-plane stabilizer,283,"12,7",3000,577,"10,4","7,62",3600,500,"10,4",10,11,0.91
Challenger 2,Britain,VII,"10,7",Medium tank,,340000,930000,,ERA | Composite armour | Smoke grenades | ESS,130,45,20,270,90,63,4,88,66,42,2322,"37,2","62,5",5120→8094,"1,3","2,32",Laser rangefinder | Night vision device | Thermal imager,"120,0",50,,"6,5",Two-plane stabilizer,562,"7,62",1700,650,"10,4","7,62",2300,600,"10,4",6,6,1.0
Centurion Mk 10,Britain,V,"7,7",Medium tank,,110000,310000,,Smoke grenades,127,50,32,152,89,89,4,119,39,14,1240,"23,9","51,8",5610→8162,"1,2","1,96",Night vision device,"105,0",70,,"8,7",Two-plane stabilizer,302,"7,62",3000,500,"10,4",,,,,6,7,0.86
Challenger,Britain,III,"5,0",Medium tank,,33000,140000,,Smoke grenades,63,32,38,102,40,40,5,105,58,4,1145,"36,3","31,5",1100→1488,"0,6","1,48",,"76,0",48,,"6,7",,226,"7,62",3750,500,"10,4",,,,,11,8,1.38
Challenger 2 (2F),Britain,VII,"11,0",Medium tank,,390000,1060000,,ERA | Composite armour | Smoke grenades | ESS,130,45,20,270,90,63,4,88,66,42,2322,"37,2","62,5",5750→8561,"1,3","2,38",Laser rangefinder | Night vision device | Thermal imager,"120,0",50,,"6,5",Two-plane stabilizer,562,"7,62",1700,650,"10,4","7,62",2300,600,"10,4",6,6,1.0
Centurion Mk 3,Britain,IV,"7,3",Medium tank,,71000,210000,,Smoke grenades,76,76,20,152,89,89,4,119,39,14,1240,"24,4","50,8",3840→5195,"1,3","1,78",,"84,0",65,,"8,1",Two-plane stabilizer,283,"7,92",3600,600,"10,4",,,,,9,7,1.29
␗Chi-Ha Kai,China,II,"2,3",Medium tank,,7900,10000,,,25,25,20,32,25,25,5,75,45,7,324,"21,9","14,8",360→463,"0,3","1,12",,"47,0",104,,"4,3",Shoulder stabilizer,75,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",7,4,1.75
Charioteer Mk VII,Britain,IV,"5,7",Medium tank,,46000,170000,,Smoke grenades,25,14,20,30,30,30,3,89,63,4,1145,"38,2","30,0",1590→2151,"0,9","1,6",,"84,0",25,,"8,1",,283,"7,62",4900,500,"10,4",,,,,12,8,1.5
Challenger Mk.2,Britain,VI,"9,7",Medium tank,,270000,740000,,Composite armour | Smoke grenades,130,45,25,160,105,44,4,88,62,41,2290,"36,9","62,0",5980→8898,"1,2","2,26",Laser rangefinder | Night vision device | Thermal imager,"120,0",52,,"6,5",Two-plane stabilizer,408,"7,62",2400,600,"10,4","7,62",3600,650,"10,4",7,6,1.17
␗Chi-Ha,China,I,"1,3",Medium tank,,4000,2100,,,25,25,20,32,25,25,4,75,45,7,324,"21,9","14,8",180→231,"0,2","1,0",,"57,0",120,,"4,3",Shoulder stabilizer,55,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",7,4,1.75
Chi-Ha Kai,Japan,II,"2,3",Medium tank,,7900,10000,,,25,25,20,32,25,25,5,75,45,7,324,"21,9","14,8",340→437,"0,2","1,12",,"47,0",104,,"4,3",Shoulder stabilizer,75,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",6,3,2.0
Challenger 2 TES,Britain,VII,"11,0",Medium tank,,400000,1080000,,ERA | Composite armour | Smoke grenades | ESS,130,45,20,270,90,63,4,88,66,42,2322,"31,0","74,8",5370→8479,"1,4","2,44",Laser rangefinder | Night vision device | Thermal imager,"120,0",50,,"6,5",Two-plane stabilizer,562,"7,62",1700,650,"10,4","7,62",2300,600,"10,4",4,8,0.5
Chi-Ha,Japan,I,"1,3",Medium tank,,2900,700,,,25,25,20,32,25,25,4,75,45,7,324,"21,9","14,8",110→141,"0,1","1,0",,"57,0",120,,"4,3",Shoulder stabilizer,55,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",7,3,2.33
Challenger Mk.3,Britain,VI,"10,0",Medium tank,,270000,740000,,ERA | Composite armour | Smoke grenades | ESS,130,45,25,160,105,44,4,88,62,41,2290,"35,0","65,5",5390→8510,"1,1","2,26",Laser rangefinder | Night vision device | Thermal imager,"120,0",52,,"6,5",Two-plane stabilizer,469,"7,62",2400,600,"10,4","7,62",3600,650,"10,4",9,7,1.29
Chi-He,Japan,II,"2,7",Medium tank,,9200,22000,,,50,25,20,50,25,25,5,88,49,10,458,"26,6","17,2",570→733,"0,3","1,18",,"47,0",120,,"4,3",Shoulder stabilizer,75,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",9,6,1.5
Chi-He (5th Regiment),Japan,II,"2,7",Medium tank,•,0,850,,,50,25,20,50,25,25,5,88,49,10,458,"26,6","17,2",1400,"0,8","2,36",,"47,0",120,,"4,3",Shoulder stabilizer,75,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",9,6,1.5
Chi-Nu II,Japan,III,"4,3",Medium tank,•,0,1600,,,50,25,20,50,25,25,5,88,44,9,458,"23,1","19,8",1560,"1,2","2,96",,"75,0",48,,"8,4",,148,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",5,4,1.25
Chi-Ha Kai TD,Japan,I,"2,3",Medium tank,,0,0,Bundle or Gift,,25,25,20,32,25,25,5,75,45,7,324,"21,9","14,8",390→501,"0,1","1,0",,"47,0",104,,"4,3",Shoulder stabilizer,75,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",6,3,2.0
Chi-Ha Short Gun,Japan,II,"2,0",Medium tank,•,0,1000,,,25,25,20,32,25,25,5,75,45,7,324,"21,9","14,8",860,"0,8","2,24",,"120,0",23,,"13,0",,31,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",4,5,0.8
Chi-Ri II,Japan,III,"5,0",Medium tank,,46000,170000,,,75,35,35,75,50,50,5,130,51,10,1049,"25,6","41,0",2100→2702,"0,9","1,6",,"75,0",100,,"4,3",,148,"37,0",120,,"5,2","7,7",3000,499,"3,9",8,11,0.73
Chi-Nu,Japan,II,"3,3",Medium tank,,14000,55000,,,50,25,20,50,25,25,5,88,44,9,458,"24,4","18,8",940→1209,"0,4","1,3",,"75,0",55,,"7,8",,101,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",5,6,0.83
Chi-To,Japan,III,"4,7",Medium tank,,26000,110000,,,75,35,35,75,50,50,5,88,50,10,763,"25,0","30,5",1040→1338,"0,6","1,42",,"75,0",55,,"8,4",,148,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",7,6,1.17
Chi-To Late,Japan,III,"4,7",Medium tank,,33000,140000,,,75,35,35,75,50,50,5,88,50,10,763,"25,0","30,5",1300→1673,"0,6","1,48",,"75,0",55,,"8,4",,148,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",9,5,1.8
Chieftain Mk 5,Britain,VI,"8,7",Medium tank,,220000,590000,,Smoke grenades,86,37,37,250,86,45,4,89,54,13,1450,"26,4","55,0",6670→9924,"1,4","2,2",Rangefinder | Night vision device,"120,0",54,,"9,7",Two-plane stabilizer,315,"12,7",588,300,"0,6","7,62",6000,600,"10,4",11,10,1.1
Chieftain Mk 10,Britain,VI,"9,0",Medium tank,,220000,590000,,Smoke grenades,86,37,37,250,86,45,4,89,54,13,1450,"25,3","57,2",5980→8898,"1,2","2,2",Laser rangefinder | Night vision device,"120,0",53,,"9,7",Two-plane stabilizer,408,"7,62",6000,600,"10,4","7,62",2000,650,"10,4",6,5,1.2
Chieftain Mk 3,Britain,VI,"8,7",Medium tank,,180000,500000,,Smoke grenades | Self-entrenching equipment,86,37,37,250,86,45,4,89,46,11,1259,"23,1","54,4",6360→9921,"1,4","2,14",Rangefinder | Night vision device,"120,0",53,,"9,7",Two-plane stabilizer,315,"12,7",588,300,"0,6","7,62",6000,600,"10,4",9,8,1.12
"Comet I ""Iron Duke IV""",Britain,III,"5,0",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,76,29,32,102,63,57,5,99,58,4,1145,"34,2","33,5",3900,"1,6","3,32",,"77,0",61,,"9,6",,216,"7,92",5175,600,"10,4",,,,,7,5,1.4
CM11,China,VI,"9,3",Medium tank,,270000,740000,,ERA | Smoke grenades,108,70,25,173,76,55,4,152,54,9,1431,"28,4","50,4",4290→6383,"1,1","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",56,,"6,5",Two-plane stabilizer,434,"12,7",900,577,"10,4","7,62",3000,941,"10,4",6,5,1.2
Comet I,Britain,III,"5,0",Medium tank,,46000,170000,,Smoke grenades,76,29,32,102,63,57,5,99,58,4,1145,"34,2","33,5",2000→2706,"1,0","1,6",,"77,0",61,,"9,6",,216,"7,92",5175,600,"10,4",,,,,12,7,1.71
Cromwell V,Britain,II,"3,0",Medium tank,,9200,22000,,Smoke grenades,63,46,32,63,51,44,5,85,58,4,1145,"40,9","28,0",410→554,"0,3","1,18",,"75,0",64,,"6,5",,100,"7,92",4950,600,"10,4",,,,,17,14,1.21
Cromwell I,Britain,II,"3,3",Medium tank,,11000,38000,,Smoke grenades,64,46,32,64,51,44,5,85,72,5,1145,"42,4","27,0",480→649,"0,4","1,24",,"57,0",75,,"5,2",Shoulder stabilizer,118,"7,92",4950,600,"10,4",,,,,8,8,1.0
Cromwell V (RP-3),Britain,II,"3,0",Medium tank,•,0,3450,,Smoke grenades,63,46,32,63,51,44,5,85,58,4,1145,"40,6","28,2",920,"1,0","2,6",,"75,0",64,,"6,5",,100,,4,,,"7,92",4950,600,"10,4",10,10,1.0
D2,France,I,"1,3",Medium tank,,4000,2100,,,40,40,40,56,45,45,3,99,26,6,286,"14,4","19,8",230→296,"0,1","1,0",,"47,0",108,,"5,2",Shoulder stabilizer,59,"7,5",3250,551,"6,5",,,,,6,2,3.0
Ersatz M10,Germany,III,"5,7",Medium tank,•,0,0,Bundle or Gift,,80,50,40,100,45,45,5,125,62,5,1336,"29,5","45,3",5190,"1,4","3,44",,"75,0",82,,"9,6",,188,"7,92",3000,900,"10,4",,,,,8,5,1.6
FV4202,Britain,IV,"7,0",Medium tank,,63000,200000,,Smoke grenades,51,51,31,240,89,92,4,101,35,6,973,"26,3","37,0",3380→4664,"1,3","1,72",Rangefinder,"84,0",50,,"8,1",Two-plane stabilizer,283,"7,62",7500,500,"10,4",,,,,7,9,0.78
▃Grant I,USA,II,"2,3",Medium tank,•,0,1000,,Smoke grenades,50,38,38,76,50,50,6,139,43,6,763,"27,3","27,9",1420,"0,8","2,24",,"37,0",128,,"3,7",,94,"75,0",65,,"6,2","7,62",4000,500,"10,4",4,4,1.0
Grant I,Britain,II,"2,3",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,50,38,38,76,50,50,6,139,43,6,763,"27,3","27,9",2300,"0,8","2,36",,"37,0",128,,"3,7",Vertical stabilizer,94,"75,0",65,,"6,2","7,62",4000,500,"10,4",4,3,1.33
Gal Batash,Israel,VI,"9,3",Medium tank,,270000,740000,,ERA | Smoke grenades | ESS | LWS,110,76,35,178,76,51,4,107,54,9,1732,"34,6","50,0",4300→6789,"1,1","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",63,,"8,7",Two-plane stabilizer,434,"12,7",900,577,"10,4","7,62",5950,600,"10,4",2,1,2.0
Ho-I,Japan,I,"2,3",Medium tank,,4000,2100,,,50,25,20,50,25,25,5,88,49,10,458,"28,4","16,1",180→231,"0,1","1,0",,"75,0",63,,"7,6",,90,"7,7",3000,499,"3,9","7,7",1000,499,"3,9",5,5,1.0
Ikv 73,Sweden,II,"2,7",Medium tank,•,0,0,Bundle or Gift,,55,30,20,55,25,25,4,82,47,7,782,"34,8","22,5",2200,"1,0","2,6",,"75,0",59,,"7,6",,83,"2,0",4000,649,"10,4","8,0",2000,649,"10,4",4,7,0.57
Ka-Chi,Japan,I,"2,0",Medium tank,•,0,0,Bundle or Gift,,50,10,20,50,25,25,7,395,39,11,458,"17,3","26,5",740,"0,4","2,0",,"47,0",120,,"4,3",Shoulder stabilizer,75,"7,7",4000,499,"3,9",,,,,7,5,1.4
IPM1,USA,VII,"10,7",Medium tank,,340000,930000,,Composite armour | Smoke grenades | ESS,133,62,31,133,133,12,4,82,76,43,2898,"52,4","55,3",4270→6742,"1,2","2,32",Laser rangefinder | Night vision device | Thermal imager,"105,0",55,,"6,5",Two-plane stabilizer,519,"12,7",1000,577,"10,4","7,62",1400,941,"10,4",9,7,1.29
Lago I,Sweden,II,"2,7",Medium tank,,9200,22000,,,34,34,24,34,28,20,5,84,51,7,544,"30,6","17,8",440→566,"0,3","1,18",,"37,0",100,,"4,1",,103,"8,0",2250,649,"10,4",,,,,7,3,2.33
Leclerc,France,VII,"11,0",Medium tank,,340000,930000,,ERA | Composite armour | Smoke grenades,80,35,20,90,90,20,3,90,79,42,2812,"52,4","53,7",5160→7678,"1,0","2,32",Laser rangefinder | Night vision device | Thermal imager,"120,0",40,,"6,0",Two-plane stabilizer | Autoloader,573,"12,7",800,577,"8,0",,,,,8,5,1.6
KPz-70,Germany,VI,"9,0",Medium tank,,270000,740000,,Smoke grenades,80,46,25,168,168,35,3,86,72,72,2862,"55,4","51,7",3900→5803,"1,2","2,26",Laser rangefinder | Night vision device,"152,0",48,,"6,0",Two-plane stabilizer | Autoloader,431,"20,0",750,900,"10,0","7,62",6000,1200,"8,0",10,6,1.67
Leclerc S2,France,VII,"11,0",Medium tank,,390000,1060000,,ERA | Composite armour | Smoke grenades,80,35,20,90,90,20,3,90,79,42,2812,"50,0","56,2",5320→7916,"1,0","2,38",Laser rangefinder | Night vision device | Thermal imager,"120,0",40,,"6,0",Two-plane stabilizer | Autoloader,573,"12,7",800,577,"8,0",,,,,7,10,0.7
Leopard 1A5,Germany,VI,"9,0",Medium tank,,220000,590000,,Smoke grenades | Self-entrenching equipment,70,35,25,65,45,52,4,95,73,29,1584,"37,3","42,5",4180→6520,"1,3","2,2",Laser rangefinder | Night vision device | Thermal imager,"105,0",60,,"8,7",Two-plane stabilizer,405,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",4,3,1.33
Leclerc SXXI,France,VII,"11,0",Medium tank,,400000,1080000,,ERA | Composite armour | Smoke grenades,80,35,20,90,90,20,3,90,79,42,2812,"50,0","56,2",5770→8585,"1,1","2,44",Laser rangefinder | Night vision device | Thermal imager,"120,0",40,,"6,0",Two-plane stabilizer | Autoloader,573,"12,7",800,577,"8,0",,,,,6,3,2.0
▄Leopard 1A5,Italy,VI,"9,0",Medium tank,,220000,590000,,Smoke grenades | LWS | Self-entrenching equipment,70,35,25,65,45,52,4,95,73,29,1584,"37,3","42,5",4080→6364,"1,2","2,2",Laser rangefinder | Night vision device | Thermal imager,"105,0",55,,"8,7",Two-plane stabilizer,405,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",3,3,1.0
Leopard 2A4,Germany,VI,"10,0",Medium tank,,270000,740000,,Composite armour | Smoke grenades | Self-entrenching equipment,80,65,25,80,80,25,4,95,76,35,2862,"51,8","55,2",4770→7441,"1,3","2,26",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,480,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",8,8,1.0
Leopard 2 PL,Germany,VII,"10,7",SQUADRON,,520000,990000,,Composite armour | Smoke grenades,80,65,25,80,80,25,4,95,76,35,2862,"48,3","59,2",4520→6725,"1,5","2,32",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,534,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",6,3,2.0
Leopard 2A5,Germany,VII,"11,0",Medium tank,,340000,930000,,Composite armour | Smoke grenades,80,30,20,75,80,20,4,87,76,35,2862,"48,1","59,5",5620→8362,"1,3","2,32",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,620,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",10,11,0.91
Leopard 2A6,Germany,VII,"11,0",Medium tank,,390000,1060000,,Composite armour | Smoke grenades,80,30,20,75,80,20,4,87,76,35,2862,"47,6","60,1",5990→8913,"1,1","2,38",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,650,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",8,7,1.14
Leopard A1A1 (L/44),Germany,VI,"9,0",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,70,35,25,65,45,52,4,95,73,29,1584,"36,8","43,0",4610,"2,0","4,52",Laser rangefinder | Night vision device | Thermal imager,"120,0",41,,"8,7",Two-plane stabilizer,480,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",7,4,1.75
Leopard A1A1,Germany,VI,"8,7",Medium tank,,180000,500000,,Smoke grenades,70,35,25,65,45,52,4,95,73,29,1584,"37,4","42,4",3500→5208,"1,4","2,14",Night vision device,"105,0",60,,"8,7",Two-plane stabilizer,400,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",6,8,0.75
Leopard 2K,Germany,VI,"9,7",Medium tank,,220000,590000,,Smoke grenades,59,29,12,122,45,29,4,88,81,81,2862,"57,2","50,0",4630→6889,"1,3","2,2",Laser rangefinder | Night vision device,"120,0",41,,"8,7",Two-plane stabilizer,480,"20,0",750,900,"13,0","7,62",4000,1200,"10,4",10,8,1.25
M-51 (W),Israel,IV,"6,0",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,63,38,38,76,51,51,5,122,43,6,878,"22,0","40,0",1740,"2,0","3,44",,"105,0",56,,"9,7",,400,"7,62",4750,500,"10,4",,,,,5,8,0.62
